,núm_corre,año_ocu,mes_ocu,día_ocu,día_sem_ocu,hora_ocu,g_hora,g_hora_5,depto_ocu,mupio_ocu,área_geo_ocu,zona_ocu,sexo_per,edad_per,mayor_menor,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,estado_con,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
1522,1523.0,2015.0,Mayo,22.0,Viernes,9.0,2.0,1.0,6.0,601.0,2.0,99.0,Hombre,30.0,1.0,5.0,5.0,7.0,1.0,4.0,21.0,Negro,2015.0,5.0,1.0
1534,1535.0,2015.0,Mayo,23.0,Sabado,2.0,1.0,1.0,5.0,509.0,2.0,99.0,Hombre,29.0,1.0,4.0,4.0,6.0,9.0,4.0,42.0,Azul,2014.0,5.0,1.0
1543,1544.0,2015.0,Mayo,24.0,Domingo,22.0,4.0,3.0,1.0,101.0,1.0,4.0,Hombre,53.0,1.0,9.0,9.0,11.0,9.0,4.0,2.0,Rojo,9999.0,6.0,1.0
1549,1550.0,2015.0,Mayo,24.0,Domingo,19.0,4.0,3.0,1.0,110.0,2.0,99.0,Hombre,32.0,1.0,5.0,5.0,7.0,1.0,4.0,99.0,Azul,2003.0,4.0,1.0
1563,1564.0,2015.0,Mayo,24.0,Domingo,21.0,4.0,3.0,18.0,1802.0,2.0,99.0,Mujer,16.0,2.0,2.0,2.0,4.0,1.0,4.0,42.0,Negro,9999.0,6.0,1.0
1570,1571.0,2015.0,Mayo,25.0,Lunes,0.0,1.0,1.0,10.0,1016.0,2.0,99.0,Hombre,17.0,2.0,2.0,2.0,4.0,9.0,4.0,99.0,Negro,9999.0,6.0,1.0
1571,1572.0,2015.0,Mayo,25.0,Lunes,0.0,1.0,1.0,18.0,1801.0,2.0,99.0,Hombre,30.0,1.0,5.0,5.0,7.0,9.0,4.0,14.0,Negro,9999.0,6.0,1.0
1583,1584.0,2015.0,Mayo,26.0,Martes,9.0,2.0,1.0,15.0,1503.0,2.0,99.0,Mujer,28.0,1.0,4.0,4.0,6.0,9.0,4.0,42.0,Negro,2014.0,5.0,1.0
1586,1587.0,2015.0,Mayo,26.0,Martes,17.0,3.0,2.0,17.0,1714.0,2.0,99.0,Hombre,23.0,1.0,3.0,3.0,5.0,9.0,4.0,2.0,Corinto,9999.0,6.0,1.0
1591,1592.0,2015.0,Mayo,27.0,Miercoles,20.0,4.0,3.0,1.0,101.0,1.0,13.0,Hombre,18.0,1.0,2.0,2.0,4.0,9.0,4.0,49.0,Rojo,2011.0,5.0,1.0
1592,1593.0,2015.0,Mayo,27.0,Miercoles,14.0,3.0,2.0,21.0,2101.0,1.0,99.0,Mujer,33.0,1.0,5.0,5.0,7.0,9.0,4.0,42.0,Rojo,9999.0,6.0,4.0
1593,1594.0,2015.0,Mayo,27.0,Miercoles,12.0,3.0,2.0,19.0,1905.0,2.0,99.0,Hombre,62.0,1.0,11.0,11.0,13.0,9.0,4.0,42.0,Gris,9999.0,6.0,1.0
1596,1597.0,2015.0,Mayo,27.0,Miercoles,21.0,4.0,3.0,10.0,1008.0,2.0,99.0,Hombre,30.0,1.0,5.0,5.0,7.0,1.0,4.0,2.0,Rojo,9999.0,6.0,1.0
1615,1616.0,2015.0,Mayo,30.0,Sabado,20.0,4.0,3.0,19.0,1904.0,2.0,99.0,Hombre,33.0,1.0,5.0,5.0,7.0,1.0,4.0,59.0,Rojo,2013.0,5.0,1.0
1628,1629.0,2015.0,Mayo,31.0,Domingo,19.0,4.0,3.0,5.0,501.0,2.0,99.0,Hombre,27.0,1.0,4.0,4.0,6.0,9.0,4.0,21.0,Negro,9999.0,6.0,1.0
1630,1631.0,2015.0,Mayo,31.0,Domingo,16.0,3.0,2.0,5.0,509.0,2.0,99.0,Hombre,31.0,1.0,5.0,5.0,7.0,9.0,4.0,99.0,Negro,9999.0,6.0,1.0
1654,1655.0,2015.0,Junio,1.0,Lunes,16.0,3.0,2.0,2.0,203.0,1.0,99.0,Hombre,30.0,1.0,5.0,5.0,7.0,1.0,4.0,55.0,Rojo,2008.0,4.0,1.0
1657,1658.0,2015.0,Junio,2.0,Martes,1.0,1.0,1.0,1.0,114.0,1.0,99.0,Hombre,20.0,1.0,3.0,3.0,5.0,9.0,4.0,24.0,Azul,9999.0,6.0,2.0
1665,1666.0,2015.0,Junio,2.0,Martes,10.0,2.0,1.0,18.0,1801.0,1.0,99.0,Hombre,30.0,1.0,5.0,5.0,7.0,9.0,4.0,49.0,Negro,2012.0,5.0,1.0
1676,1677.0,2015.0,Junio,3.0,Miercoles,9.0,2.0,1.0,1.0,116.0,2.0,99.0,Hombre,51.0,1.0,9.0,9.0,11.0,9.0,4.0,2.0,Rojo,2008.0,4.0,1.0
1683,1684.0,2015.0,Junio,3.0,Miercoles,9.0,2.0,1.0,18.0,1801.0,2.0,99.0,Mujer,21.0,1.0,3.0,3.0,5.0,1.0,4.0,99.0,Rojo,9999.0,6.0,1.0
1695,1696.0,2015.0,Junio,4.0,Jueves,22.0,4.0,3.0,16.0,1614.0,2.0,99.0,Hombre,60.0,1.0,11.0,11.0,13.0,9.0,4.0,2.0,Gris,9999.0,6.0,3.0
1712,1713.0,2015.0,Junio,7.0,Domingo,8.0,2.0,1.0,1.0,101.0,1.0,1.0,Hombre,28.0,1.0,4.0,4.0,6.0,2.0,4.0,2.0,Negro,9999.0,6.0,3.0
1717,1718.0,2015.0,Junio,7.0,Domingo,1.0,1.0,1.0,20.0,2001.0,1.0,1.0,Hombre,22.0,1.0,3.0,3.0,5.0,2.0,4.0,42.0,Negro,9999.0,6.0,1.0
1722,1723.0,2015.0,Junio,7.0,Domingo,19.0,4.0,3.0,9.0,901.0,2.0,99.0,Hombre,36.0,1.0,6.0,6.0,8.0,9.0,4.0,36.0,Negro,9999.0,6.0,1.0
1732,1733.0,2015.0,Junio,8.0,Lunes,13.0,3.0,2.0,1.0,115.0,1.0,4.0,Hombre,26.0,1.0,4.0,4.0,6.0,1.0,4.0,40.0,Amarillo,9999.0,6.0,1.0
1746,1747.0,2015.0,Junio,10.0,Miercoles,6.0,2.0,1.0,1.0,108.0,1.0,11.0,Hombre,27.0,1.0,4.0,4.0,6.0,1.0,4.0,99.0,Rojo,9999.0,6.0,1.0
1748,1749.0,2015.0,Junio,11.0,Jueves,21.0,4.0,3.0,1.0,113.0,2.0,99.0,Hombre,26.0,1.0,4.0,4.0,6.0,9.0,4.0,2.0,Azul,9999.0,6.0,1.0
1758,1759.0,2015.0,Junio,12.0,Viernes,11.0,2.0,1.0,1.0,101.0,1.0,21.0,Mujer,26.0,1.0,4.0,4.0,6.0,1.0,4.0,40.0,Negro,9999.0,6.0,1.0
1766,1767.0,2015.0,Junio,13.0,Sabado,6.0,2.0,1.0,1.0,101.0,1.0,11.0,Hombre,24.0,1.0,3.0,3.0,5.0,9.0,4.0,2.0,Blanco,9999.0,6.0,1.0
1768,1769.0,2015.0,Junio,13.0,Sabado,17.0,3.0,2.0,15.0,1501.0,1.0,2.0,Hombre,28.0,1.0,4.0,4.0,6.0,1.0,4.0,40.0,Negro,9999.0,6.0,1.0
1771,1772.0,2015.0,Junio,13.0,Sabado,17.0,3.0,2.0,20.0,2005.0,2.0,99.0,Hombre,51.0,1.0,9.0,9.0,11.0,1.0,4.0,42.0,Negro,9999.0,6.0,1.0
1773,1774.0,2015.0,Junio,13.0,Sabado,6.0,2.0,1.0,5.0,506.0,1.0,99.0,Hombre,27.0,1.0,4.0,4.0,6.0,1.0,4.0,42.0,Negro,9999.0,6.0,1.0
1774,1775.0,2015.0,Junio,14.0,Domingo,5.0,1.0,1.0,1.0,101.0,1.0,17.0,Hombre,26.0,1.0,4.0,4.0,6.0,9.0,4.0,24.0,Gris,9999.0,6.0,1.0
1776,1777.0,2015.0,Junio,14.0,Domingo,13.0,3.0,2.0,1.0,101.0,1.0,7.0,Hombre,28.0,1.0,4.0,4.0,6.0,9.0,4.0,24.0,Negro,9999.0,6.0,2.0
1794,1795.0,2015.0,Junio,15.0,Lunes,18.0,4.0,3.0,1.0,107.0,2.0,99.0,Mujer,25.0,1.0,4.0,4.0,6.0,1.0,4.0,2.0,Rojo,9999.0,6.0,1.0
1800,1801.0,2015.0,Junio,15.0,Lunes,12.0,3.0,2.0,18.0,1801.0,2.0,99.0,Mujer,20.0,1.0,3.0,3.0,5.0,1.0,4.0,21.0,Negro,2010.0,5.0,1.0
1801,1802.0,2015.0,Junio,16.0,Martes,16.0,3.0,2.0,1.0,101.0,1.0,8.0,Hombre,41.0,1.0,7.0,7.0,9.0,9.0,4.0,42.0,Negro,9999.0,6.0,1.0
1820,1821.0,2015.0,Junio,17.0,Miercoles,7.0,2.0,1.0,16.0,1617.0,2.0,99.0,Hombre,24.0,1.0,3.0,3.0,5.0,1.0,4.0,99.0,Rojo,9999.0,6.0,1.0
1837,1838.0,2015.0,Junio,19.0,Viernes,18.0,4.0,3.0,1.0,101.0,1.0,1.0,Hombre,19.0,1.0,2.0,2.0,4.0,9.0,4.0,99.0,Negro,9999.0,6.0,1.0
1838,1839.0,2015.0,Junio,19.0,Viernes,19.0,4.0,3.0,1.0,101.0,1.0,9.0,Hombre,24.0,1.0,3.0,3.0,5.0,9.0,4.0,42.0,Amarillo,2003.0,4.0,1.0
1846,1847.0,2015.0,Junio,20.0,Sabado,19.0,4.0,3.0,1.0,101.0,1.0,6.0,Hombre,34.0,1.0,5.0,5.0,7.0,9.0,4.0,42.0,Gris,9999.0,6.0,1.0
1851,1852.0,2015.0,Junio,20.0,Sabado,16.0,3.0,2.0,1.0,101.0,1.0,11.0,Hombre,45.0,1.0,8.0,8.0,10.0,9.0,4.0,2.0,Azul,2014.0,5.0,1.0
1859,1860.0,2015.0,Junio,20.0,Sabado,18.0,4.0,3.0,14.0,1412.0,2.0,99.0,Hombre,40.0,1.0,7.0,7.0,9.0,2.0,4.0,42.0,Negro,9999.0,6.0,1.0
1861,1862.0,2015.0,Junio,21.0,Domingo,13.0,3.0,2.0,1.0,101.0,1.0,5.0,Hombre,15.0,2.0,2.0,2.0,4.0,2.0,4.0,42.0,Negro,2009.0,4.0,1.0
1869,1870.0,2015.0,Junio,21.0,Domingo,16.0,3.0,2.0,5.0,507.0,2.0,99.0,Mujer,32.0,1.0,5.0,5.0,7.0,9.0,4.0,2.0,Gris,9999.0,6.0,1.0
1880,1881.0,2015.0,Junio,23.0,Martes,17.0,3.0,2.0,18.0,1803.0,2.0,99.0,Hombre,39.0,1.0,6.0,6.0,8.0,9.0,4.0,24.0,Rojo,2011.0,5.0,1.0
1885,1886.0,2015.0,Junio,24.0,Miercoles,15.0,3.0,2.0,22.0,2211.0,2.0,99.0,Hombre,18.0,1.0,2.0,2.0,4.0,9.0,4.0,42.0,Negro,2015.0,5.0,3.0
1910,1911.0,2015.0,Junio,26.0,Viernes,17.0,3.0,2.0,14.0,1405.0,2.0,99.0,Hombre,43.0,1.0,7.0,7.0,9.0,9.0,4.0,42.0,Rojo,9999.0,6.0,1.0
1937,1938.0,2015.0,Junio,28.0,Domingo,18.0,4.0,3.0,17.0,1706.0,2.0,99.0,Hombre,16.0,2.0,2.0,2.0,4.0,1.0,4.0,42.0,Negro,2013.0,5.0,3.0
1950,1951.0,2015.0,Junio,29.0,Lunes,2.0,1.0,1.0,6.0,611.0,2.0,99.0,Hombre,21.0,1.0,3.0,3.0,5.0,9.0,4.0,21.0,Negro,2008.0,4.0,2.0
1962,1963.0,2015.0,Junio,30.0,Martes,12.0,3.0,2.0,1.0,108.0,1.0,4.0,Hombre,35.0,1.0,6.0,6.0,8.0,1.0,4.0,99.0,Gris,9999.0,6.0,1.0
1967,1968.0,2015.0,Junio,30.0,Martes,23.0,4.0,3.0,16.0,1609.0,2.0,99.0,Hombre,28.0,1.0,4.0,4.0,6.0,1.0,4.0,40.0,Rojo,9999.0,6.0,3.0
1968,1969.0,2015.0,Junio,30.0,Martes,23.0,4.0,3.0,17.0,1703.0,2.0,99.0,Mujer,40.0,1.0,7.0,7.0,9.0,1.0,4.0,41.0,Gris,9999.0,6.0,1.0
1976,1977.0,2015.0,Julio,1.0,Miercoles,5.0,1.0,1.0,10.0,1001.0,2.0,99.0,Hombre,24.0,1.0,3.0,3.0,5.0,9.0,4.0,49.0,Rojo,9999.0,6.0,3.0
1979,1980.0,2015.0,Julio,1.0,Miercoles,13.0,3.0,2.0,12.0,1217.0,2.0,99.0,Hombre,43.0,1.0,7.0,7.0,9.0,9.0,4.0,99.0,Rojo,9999.0,6.0,1.0
1998,1999.0,2015.0,Julio,4.0,Sabado,2.0,1.0,1.0,1.0,101.0,1.0,9.0,Hombre,28.0,1.0,4.0,4.0,6.0,9.0,4.0,99.0,Amarillo,9999.0,6.0,2.0
2007,2008.0,2015.0,Julio,4.0,Sabado,16.0,3.0,2.0,10.0,1001.0,2.0,99.0,Hombre,38.0,1.0,6.0,6.0,8.0,9.0,4.0,42.0,Rojo,1991.0,3.0,1.0
2013,2014.0,2015.0,Julio,4.0,Sabado,0.0,1.0,1.0,9.0,901.0,1.0,1.0,Hombre,24.0,1.0,3.0,3.0,5.0,2.0,4.0,42.0,Negro,9999.0,6.0,1.0
2015,2016.0,2015.0,Julio,4.0,Sabado,21.0,4.0,3.0,1.0,105.0,2.0,99.0,Hombre,25.0,1.0,4.0,4.0,6.0,9.0,4.0,61.0,Rojo,9999.0,6.0,1.0
2023,2024.0,2015.0,Julio,4.0,Sabado,18.0,4.0,3.0,1.0,101.0,1.0,17.0,Hombre,43.0,1.0,7.0,7.0,9.0,9.0,4.0,2.0,Negro,9999.0,6.0,3.0
2026,2027.0,2015.0,Julio,5.0,Domingo,18.0,4.0,3.0,1.0,101.0,1.0,18.0,Hombre,23.0,1.0,3.0,3.0,5.0,9.0,4.0,2.0,Azul,2012.0,5.0,1.0
2032,2033.0,2015.0,Julio,5.0,Domingo,21.0,4.0,3.0,5.0,501.0,2.0,99.0,Hombre,32.0,1.0,5.0,5.0,7.0,9.0,4.0,2.0,Negro,9999.0,6.0,1.0
2053,2054.0,2015.0,Julio,6.0,Domingo,21.0,4.0,3.0,18.0,1801.0,2.0,99.0,Hombre,28.0,1.0,4.0,4.0,6.0,9.0,4.0,14.0,Negro,9999.0,6.0,1.0
2058,2059.0,2015.0,Julio,7.0,Lunes,9.0,2.0,1.0,21.0,2101.0,2.0,99.0,Hombre,24.0,1.0,3.0,3.0,5.0,1.0,4.0,21.0,Rojo,2012.0,5.0,1.0
2064,2065.0,2015.0,Julio,8.0,Miercoles,7.0,2.0,1.0,1.0,101.0,1.0,1.0,Hombre,54.0,1.0,9.0,9.0,11.0,1.0,4.0,42.0,Rojo,9999.0,6.0,1.0
2066,2067.0,2015.0,Julio,8.0,Miercoles,15.0,3.0,2.0,22.0,2201.0,2.0,99.0,Hombre,18.0,1.0,2.0,2.0,4.0,9.0,4.0,42.0,Rojo,9999.0,6.0,3.0
2085,2086.0,2015.0,Julio,10.0,Viernes,23.0,4.0,3.0,5.0,507.0,2.0,99.0,Hombre,32.0,1.0,5.0,5.0,7.0,9.0,4.0,42.0,Rojo,9999.0,6.0,2.0
2098,2099.0,2015.0,Julio,11.0,Sabado,17.0,3.0,2.0,1.0,101.0,1.0,11.0,Hombre,24.0,1.0,3.0,3.0,5.0,1.0,4.0,10.0,Rojo,9999.0,6.0,1.0
2107,2108.0,2015.0,Julio,12.0,Domingo,8.0,2.0,1.0,5.0,501.0,2.0,99.0,Hombre,38.0,1.0,6.0,6.0,8.0,1.0,4.0,42.0,Azul,2010.0,5.0,1.0
2109,2110.0,2015.0,Julio,12.0,Domingo,19.0,4.0,3.0,10.0,1007.0,2.0,99.0,Hombre,24.0,1.0,3.0,3.0,5.0,1.0,4.0,21.0,Negro,2013.0,5.0,1.0
2122,2123.0,2015.0,Julio,14.0,Martes,17.0,3.0,2.0,1.0,101.0,1.0,7.0,Hombre,31.0,1.0,5.0,5.0,7.0,9.0,4.0,99.0,Azul,9999.0,6.0,1.0
2123,2124.0,2015.0,Julio,14.0,Martes,18.0,4.0,3.0,1.0,108.0,1.0,11.0,Hombre,56.0,1.0,10.0,10.0,12.0,1.0,4.0,99.0,Azul,2006.0,4.0,1.0
2132,2133.0,2015.0,Julio,15.0,Miercoles,11.0,2.0,1.0,20.0,2005.0,2.0,99.0,Hombre,27.0,1.0,4.0,4.0,6.0,9.0,4.0,40.0,Rojo,9999.0,6.0,1.0
2151,2152.0,2015.0,Julio,17.0,Viernes,22.0,4.0,3.0,1.0,101.0,1.0,1.0,Mujer,23.0,1.0,3.0,3.0,5.0,1.0,4.0,99.0,Rojo,2008.0,4.0,1.0
2153,2154.0,2015.0,Julio,17.0,Viernes,11.0,2.0,1.0,1.0,101.0,1.0,18.0,Hombre,35.0,1.0,6.0,6.0,8.0,1.0,4.0,99.0,Gris,9999.0,6.0,1.0
2156,2157.0,2015.0,Julio,17.0,Viernes,20.0,4.0,3.0,1.0,108.0,1.0,2.0,Hombre,28.0,1.0,4.0,4.0,6.0,9.0,4.0,24.0,Negro,9999.0,6.0,1.0
2163,2164.0,2015.0,Julio,18.0,Sabado,3.0,1.0,1.0,1.0,101.0,1.0,9.0,Hombre,36.0,1.0,6.0,6.0,8.0,9.0,4.0,99.0,Azul,9999.0,6.0,2.0
2179,2180.0,2015.0,Julio,19.0,Domingo,0.0,1.0,1.0,22.0,2205.0,2.0,99.0,Hombre,27.0,1.0,4.0,4.0,6.0,9.0,4.0,99.0,Negro,9999.0,6.0,3.0
2183,2184.0,2015.0,Julio,19.0,Domingo,8.0,2.0,1.0,19.0,1901.0,2.0,99.0,Hombre,36.0,1.0,6.0,6.0,8.0,1.0,4.0,42.0,Negro,2013.0,5.0,1.0
2194,2195.0,2015.0,Julio,19.0,Domingo,1.0,1.0,1.0,16.0,1601.0,1.0,2.0,Hombre,20.0,1.0,3.0,3.0,5.0,9.0,4.0,21.0,Negro,2013.0,5.0,1.0
2206,2207.0,2015.0,Julio,20.0,Lunes,18.0,4.0,3.0,14.0,1405.0,2.0,99.0,Hombre,32.0,1.0,5.0,5.0,7.0,2.0,4.0,40.0,Negro,2007.0,4.0,1.0
2216,2217.0,2015.0,Julio,22.0,Miercoles,21.0,4.0,3.0,1.0,101.0,1.0,1.0,Hombre,52.0,1.0,9.0,9.0,11.0,9.0,4.0,99.0,Negro,9999.0,6.0,1.0
2217,2218.0,2015.0,Julio,22.0,Miercoles,8.0,2.0,1.0,1.0,101.0,1.0,7.0,Hombre,20.0,1.0,3.0,3.0,5.0,1.0,4.0,2.0,Azul,9999.0,6.0,1.0
2218,2219.0,2015.0,Julio,22.0,Miercoles,17.0,3.0,2.0,22.0,2205.0,2.0,99.0,Hombre,31.0,1.0,5.0,5.0,7.0,1.0,4.0,42.0,Blanco,9999.0,6.0,1.0
2243,2244.0,2015.0,Julio,24.0,Viernes,23.0,4.0,3.0,1.0,115.0,1.0,12.0,Hombre,30.0,1.0,5.0,5.0,7.0,9.0,4.0,21.0,Negro,9999.0,6.0,1.0
2257,2258.0,2015.0,Julio,25.0,Sabado,19.0,4.0,3.0,1.0,101.0,1.0,18.0,Hombre,33.0,1.0,5.0,5.0,7.0,2.0,4.0,99.0,Negro,9999.0,6.0,2.0
2262,2263.0,2015.0,Julio,25.0,Sabado,19.0,4.0,3.0,1.0,110.0,2.0,99.0,Hombre,20.0,1.0,3.0,3.0,5.0,9.0,4.0,2.0,Negro,2015.0,5.0,1.0
2284,2285.0,2015.0,Julio,26.0,Domingo,0.0,1.0,1.0,13.0,1301.0,1.0,11.0,Hombre,19.0,1.0,2.0,2.0,4.0,2.0,4.0,40.0,Anaranjado,9999.0,6.0,2.0
2297,2298.0,2015.0,Julio,27.0,Lunes,21.0,4.0,3.0,1.0,108.0,2.0,7.0,Hombre,37.0,1.0,6.0,6.0,8.0,9.0,4.0,20.0,Negro,9999.0,6.0,4.0
2301,2302.0,2015.0,Julio,27.0,Lunes,18.0,4.0,3.0,17.0,1712.0,1.0,99.0,Hombre,26.0,1.0,4.0,4.0,6.0,9.0,4.0,99.0,Negro,2013.0,5.0,1.0
2306,2307.0,2015.0,Julio,28.0,Martes,7.0,2.0,1.0,1.0,108.0,2.0,99.0,Hombre,24.0,1.0,3.0,3.0,5.0,9.0,4.0,49.0,Negro,2006.0,4.0,4.0
2314,2315.0,2015.0,Julio,29.0,Miercoles,13.0,3.0,2.0,12.0,1201.0,2.0,99.0,Hombre,18.0,2.0,2.0,2.0,4.0,9.0,4.0,42.0,Rojo,2009.0,4.0,1.0
2316,2317.0,2015.0,Julio,29.0,Miercoles,18.0,4.0,3.0,2.0,206.0,2.0,99.0,Hombre,22.0,1.0,3.0,3.0,5.0,1.0,4.0,14.0,Blanco,2007.0,4.0,1.0
2326,2327.0,2015.0,Julio,31.0,Viernes,11.0,2.0,1.0,1.0,101.0,1.0,1.0,Hombre,24.0,1.0,3.0,3.0,5.0,9.0,4.0,99.0,Rojo,9999.0,6.0,1.0
2327,2328.0,2015.0,Julio,31.0,Viernes,1.0,1.0,1.0,1.0,101.0,1.0,1.0,Hombre,25.0,1.0,4.0,4.0,6.0,9.0,4.0,2.0,Negro,9999.0,6.0,1.0
2341,2342.0,2015.0,Agosto,1.0,Sabado,3.0,1.0,1.0,1.0,101.0,1.0,1.0,Hombre,25.0,1.0,4.0,4.0,6.0,1.0,4.0,2.0,Negro,2012.0,5.0,1.0
2351,2352.0,2015.0,Agosto,1.0,Sabado,19.0,4.0,3.0,1.0,108.0,1.0,1.0,Hombre,25.0,1.0,4.0,4.0,6.0,9.0,4.0,21.0,Rojo,2012.0,5.0,1.0
2360,2361.0,2015.0,Agosto,1.0,Sabado,22.0,4.0,3.0,6.0,603.0,2.0,99.0,Hombre,23.0,1.0,3.0,3.0,5.0,2.0,4.0,2.0,Rojo,9999.0,6.0,2.0
2364,2365.0,2015.0,Agosto,1.0,Sabado,16.0,3.0,2.0,17.0,1703.0,2.0,99.0,Hombre,19.0,1.0,2.0,2.0,4.0,9.0,4.0,42.0,Gris,9999.0,6.0,1.0
2365,2366.0,2015.0,Agosto,1.0,Sabado,18.0,4.0,3.0,17.0,1705.0,2.0,99.0,Hombre,55.0,1.0,10.0,10.0,12.0,9.0,4.0,49.0,Rojo,9999.0,6.0,1.0
2368,2369.0,2015.0,Agosto,1.0,Sabado,20.0,4.0,3.0,4.0,403.0,2.0,99.0,Hombre,32.0,1.0,5.0,5.0,7.0,2.0,4.0,24.0,Negro,9999.0,6.0,1.0
2372,2373.0,2015.0,Agosto,2.0,Domingo,10.0,2.0,1.0,1.0,101.0,1.0,5.0,Hombre,34.0,1.0,5.0,5.0,7.0,9.0,4.0,2.0,Negro,2008.0,4.0,1.0
2373,2374.0,2015.0,Agosto,2.0,Domingo,9.0,2.0,1.0,1.0,101.0,1.0,5.0,Hombre,22.0,1.0,3.0,3.0,5.0,9.0,4.0,42.0,Negro,9999.0,6.0,1.0
2402,2403.0,2015.0,Agosto,4.0,Martes,13.0,3.0,2.0,15.0,1501.0,2.0,99.0,Mujer,26.0,1.0,4.0,4.0,6.0,1.0,4.0,42.0,Negro,2011.0,5.0,2.0
2408,2409.0,2015.0,Agosto,5.0,Miercoles,18.0,4.0,3.0,10.0,1001.0,2.0,99.0,Hombre,28.0,1.0,4.0,4.0,6.0,1.0,4.0,2.0,Negro,2013.0,5.0,3.0
2414,2415.0,2015.0,Agosto,6.0,Jueves,20.0,4.0,3.0,21.0,2103.0,2.0,99.0,Hombre,28.0,1.0,4.0,4.0,6.0,9.0,4.0,2.0,Rojo,9999.0,6.0,1.0
2415,2416.0,2015.0,Agosto,6.0,Jueves,18.0,4.0,3.0,19.0,1903.0,2.0,99.0,Hombre,28.0,1.0,4.0,4.0,6.0,9.0,4.0,24.0,Gris,9999.0,6.0,2.0
2423,2424.0,2015.0,Agosto,7.0,Viernes,3.0,1.0,1.0,1.0,101.0,1.0,17.0,Hombre,41.0,1.0,7.0,7.0,9.0,9.0,4.0,21.0,Negro,9999.0,6.0,1.0
2429,2430.0,2015.0,Agosto,7.0,Viernes,22.0,4.0,3.0,14.0,1401.0,2.0,99.0,Hombre,28.0,1.0,4.0,4.0,6.0,9.0,4.0,99.0,Blanco,9999.0,6.0,1.0
2446,2447.0,2015.0,Agosto,9.0,Domingo,13.0,3.0,2.0,1.0,101.0,1.0,10.0,Hombre,31.0,1.0,5.0,5.0,7.0,9.0,4.0,21.0,Negro,9999.0,6.0,1.0
2447,2448.0,2015.0,Agosto,9.0,Domingo,6.0,2.0,1.0,1.0,101.0,1.0,15.0,Hombre,30.0,1.0,5.0,5.0,7.0,1.0,4.0,42.0,Rojo,9999.0,6.0,1.0
2449,2450.0,2015.0,Agosto,9.0,Domingo,6.0,2.0,1.0,1.0,101.0,1.0,21.0,Hombre,19.0,1.0,2.0,2.0,4.0,9.0,4.0,99.0,Gris,9999.0,6.0,3.0
2454,2455.0,2015.0,Agosto,9.0,Domingo,17.0,3.0,2.0,21.0,2101.0,1.0,2.0,Hombre,23.0,1.0,3.0,3.0,5.0,2.0,4.0,21.0,Rojo,9999.0,6.0,1.0
2456,2457.0,2015.0,Agosto,9.0,Domingo,10.0,2.0,1.0,17.0,1712.0,2.0,99.0,Hombre,14.0,2.0,1.0,1.0,3.0,1.0,4.0,99.0,Azul,9999.0,6.0,1.0
2458,2459.0,2015.0,Agosto,9.0,Domingo,2.0,1.0,1.0,7.0,710.0,2.0,99.0,Hombre,25.0,1.0,4.0,4.0,6.0,1.0,4.0,99.0,Negro,9999.0,6.0,4.0
2461,2462.0,2015.0,Agosto,9.0,Domingo,23.0,4.0,3.0,4.0,411.0,2.0,99.0,Hombre,20.0,1.0,3.0,3.0,5.0,2.0,4.0,2.0,Negro,9999.0,6.0,2.0
2463,2464.0,2015.0,Agosto,10.0,Lunes,15.0,3.0,2.0,1.0,101.0,1.0,15.0,Hombre,26.0,1.0,4.0,4.0,6.0,9.0,4.0,42.0,Rojo,9999.0,6.0,2.0
2464,2465.0,2015.0,Agosto,10.0,Lunes,13.0,3.0,2.0,1.0,101.0,1.0,11.0,Hombre,31.0,1.0,5.0,5.0,7.0,9.0,4.0,42.0,Azul,9999.0,6.0,1.0
2475,2476.0,2015.0,Agosto,10.0,Lunes,14.0,3.0,2.0,18.0,1801.0,2.0,99.0,Mujer,21.0,1.0,3.0,3.0,5.0,1.0,4.0,21.0,Rojo,2014.0,5.0,1.0
2478,2479.0,2015.0,Agosto,11.0,Martes,4.0,1.0,1.0,5.0,501.0,1.0,1.0,Hombre,23.0,1.0,3.0,3.0,5.0,9.0,4.0,2.0,Negro,9999.0,6.0,1.0
2490,2491.0,2015.0,Agosto,12.0,Miercoles,10.0,2.0,1.0,5.0,503.0,2.0,99.0,Hombre,22.0,1.0,3.0,3.0,5.0,1.0,4.0,42.0,Negro,9999.0,6.0,1.0
2492,2493.0,2015.0,Agosto,12.0,Miercoles,22.0,4.0,3.0,5.0,504.0,2.0,99.0,Hombre,32.0,1.0,5.0,5.0,7.0,1.0,4.0,31.0,Negro,9999.0,6.0,1.0
2510,2511.0,2015.0,Agosto,13.0,Jueves,12.0,3.0,2.0,14.0,1416.0,2.0,99.0,Hombre,25.0,1.0,4.0,4.0,6.0,1.0,4.0,21.0,Negro,9999.0,6.0,1.0
2541,2542.0,2015.0,Agosto,16.0,Domingo,7.0,2.0,1.0,1.0,101.0,1.0,11.0,Hombre,44.0,1.0,7.0,7.0,9.0,1.0,4.0,42.0,Rojo,9999.0,6.0,1.0
2560,2561.0,2015.0,Agosto,17.0,Lunes,9.0,2.0,1.0,1.0,110.0,2.0,99.0,Hombre,26.0,1.0,4.0,4.0,6.0,1.0,4.0,61.0,Negro,2014.0,5.0,1.0
